"Gene"	"Match"	"number"	"ID"
"RPS4Y2"	1	4	"RP/somatic/s_C_001907_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001907_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_001907_T001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_001907_T001_d__"
"ZFY"	1	10	"RP/somatic/s_C_001907_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001907_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001907_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001907_T001_d__"
"TBL1Y"	1	4	"RP/somatic/s_C_001907_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001908_T001_d__"
"USP9Y"	1	21	"RP/somatic/s_C_001908_T001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_001908_T001_d__"
"UTY"	1	19	"RP/somatic/s_C_001908_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001908_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_001908_T001_d__"
"KDM5D"	1	24	"RP/somatic/s_C_001908_T001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001908_T001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_001908_T001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001908_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_001908_T001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001908_T001_d__"
"ZFY"	1	9	"RP/somatic/s_C_001908_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001908_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001908_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001908_T001_d__"
"TBL1Y"	1	6	"RP/somatic/s_C_001908_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001911_T001_d__"
"USP9Y"	1	21	"RP/somatic/s_C_001911_T001_d__"
"DDX3Y"	1	10	"RP/somatic/s_C_001911_T001_d__"
"UTY"	1	15	"RP/somatic/s_C_001911_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001911_T001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_001911_T001_d__"
"KDM5D"	1	23	"RP/somatic/s_C_001911_T001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001911_T001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_001911_T001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001911_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_001911_T001_d__"
"RPS4Y1"	1	6	"RP/somatic/s_C_001911_T001_d__"
"ZFY"	1	10	"RP/somatic/s_C_001911_T001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001911_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001911_T001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001911_T001_d__"
"TBL1Y"	1	6	"RP/somatic/s_C_001911_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001915_T001_d__"
"USP9Y"	1	14	"RP/somatic/s_C_001915_T001_d__"
"DDX3Y"	1	7	"RP/somatic/s_C_001915_T001_d__"
"UTY"	1	8	"RP/somatic/s_C_001915_T001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001915_T001_d__"
"NLGN4Y"	1	6	"RP/somatic/s_C_001915_T001_d__"
"KDM5D"	1	19	"RP/somatic/s_C_001915_T001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001915_T001_d__"
"RPS4Y2"	1	2	"RP/somatic/s_C_001915_T001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001915_T001_d__"
"SRY"	1	3	"RP/somatic/s_C_001915_T001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001915_T001_d__"
"ZFY"	1	8	"RP/somatic/s_C_001915_T001_d__"
"TGIF2LY"	1	1	"RP/somatic/s_C_001915_T001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001915_T001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001915_T001_d__"
"TBL1Y"	1	3	"RP/somatic/s_C_001915_T001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001315_M001_d__"
"USP9Y"	1	25	"RP/somatic/s_C_001315_M001_d__"
"DDX3Y"	1	10	"RP/somatic/s_C_001315_M001_d__"
"UTY"	1	17	"RP/somatic/s_C_001315_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001315_M001_d__"
"NLGN4Y"	1	7	"RP/somatic/s_C_001315_M001_d__"
"KDM5D"	1	21	"RP/somatic/s_C_001315_M001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_001315_M001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_001315_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001315_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001315_M001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001315_M001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001315_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001315_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001315_M001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001315_M001_d__"
"TBL1Y"	1	6	"RP/somatic/s_C_001315_M001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001316_M001_d__"
"USP9Y"	1	33	"RP/somatic/s_C_001316_M001_d__"
"DDX3Y"	1	13	"RP/somatic/s_C_001316_M001_d__"
"UTY"	1	24	"RP/somatic/s_C_001316_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001316_M001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_001316_M001_d__"
"KDM5D"	1	27	"RP/somatic/s_C_001316_M001_d__"
"EIF1AY"	1	4	"RP/somatic/s_C_001316_M001_d__"
"RPS4Y2"	1	6	"RP/somatic/s_C_001316_M001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001316_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001316_M001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001316_M001_d__"
"ZFY"	1	12	"RP/somatic/s_C_001316_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001316_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001316_M001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001316_M001_d__"
"TBL1Y"	1	11	"RP/somatic/s_C_001316_M001_d__"
"USP9Y"	1	15	"RP/somatic/s_C_001312_P001_d__"
"DDX3Y"	1	7	"RP/somatic/s_C_001312_P001_d__"
"UTY"	1	12	"RP/somatic/s_C_001312_P001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001312_P001_d__"
"NLGN4Y"	1	6	"RP/somatic/s_C_001312_P001_d__"
"KDM5D"	1	14	"RP/somatic/s_C_001312_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001312_P001_d__"
"RPS4Y2"	1	2	"RP/somatic/s_C_001312_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001312_P001_d__"
"SRY"	1	2	"RP/somatic/s_C_001312_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001312_P001_d__"
"ZFY"	1	9	"RP/somatic/s_C_001312_P001_d__"
"TGIF2LY"	1	1	"RP/somatic/s_C_001312_P001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001312_P001_d__"
"AMELY"	1	1	"RP/somatic/s_C_001312_P001_d__"
"TBL1Y"	1	5	"RP/somatic/s_C_001312_P001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001314_M001_d__"
"USP9Y"	1	31	"RP/somatic/s_C_001314_M001_d__"
"DDX3Y"	1	14	"RP/somatic/s_C_001314_M001_d__"
"UTY"	1	21	"RP/somatic/s_C_001314_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001314_M001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_001314_M001_d__"
"KDM5D"	1	24	"RP/somatic/s_C_001314_M001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_001314_M001_d__"
"RPS4Y2"	1	5	"RP/somatic/s_C_001314_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001314_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001314_M001_d__"
"RPS4Y1"	1	4	"RP/somatic/s_C_001314_M001_d__"
"ZFY"	1	12	"RP/somatic/s_C_001314_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001314_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001314_M001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001314_M001_d__"
"TBL1Y"	1	6	"RP/somatic/s_C_001314_M001_d__"
"FAM197Y1"	1	1	"RP/somatic/s_C_001313_M001_d__"
"USP9Y"	1	21	"RP/somatic/s_C_001313_M001_d__"
"DDX3Y"	1	8	"RP/somatic/s_C_001313_M001_d__"
"UTY"	1	20	"RP/somatic/s_C_001313_M001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001313_M001_d__"
"NLGN4Y"	1	7	"RP/somatic/s_C_001313_M001_d__"
"KDM5D"	1	20	"RP/somatic/s_C_001313_M001_d__"
"EIF1AY"	1	3	"RP/somatic/s_C_001313_M001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_001313_M001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001313_M001_d__"
"SRY"	1	3	"RP/somatic/s_C_001313_M001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001313_M001_d__"
"ZFY"	1	9	"RP/somatic/s_C_001313_M001_d__"
"TGIF2LY"	1	2	"RP/somatic/s_C_001313_M001_d__"
"PCDH11Y"	1	1	"RP/somatic/s_C_001313_M001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001313_M001_d__"
"TBL1Y"	1	7	"RP/somatic/s_C_001313_M001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001131_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001131_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001131_P001_d__"
"USP9Y"	1	8	"RP/somatic/s_C_001131_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001131_P001_d__"
"DDX3Y"	1	1	"RP/somatic/s_C_001131_P001_d__"
"UTY"	1	8	"RP/somatic/s_C_001131_P001_d__"
"NLGN4Y"	1	7	"RP/somatic/s_C_001131_P001_d__"
"KDM5D"	1	1	"RP/somatic/s_C_001131_P001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_001131_P001_d__"
"RBMY1A1"	1	2	"RP/somatic/s_C_001131_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001131_P001_d__"
"SRY"	1	2	"RP/somatic/s_C_001131_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001131_P001_d__"
"ZFY"	1	8	"RP/somatic/s_C_001131_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001131_P001_d__"
"PCDH11Y"	1	4	"RP/somatic/s_C_001131_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001131_P001_d__"
"AMELY"	1	2	"RP/somatic/s_C_001131_P001_d__"
"TBL1Y"	1	4	"RP/somatic/s_C_001131_P001_d__"
"TSPY4"	1	1	"RP/somatic/s_C_001131_P001_d__"
"TSPY8"	1	4	"RP/somatic/s_C_001131_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001131_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001131_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001131_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001138_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001138_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001138_P001_d__"
"USP9Y"	1	16	"RP/somatic/s_C_001138_P001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_001138_P001_d__"
"DDX3Y"	1	5	"RP/somatic/s_C_001138_P001_d__"
"UTY"	1	14	"RP/somatic/s_C_001138_P001_d__"
"NLGN4Y"	1	8	"RP/somatic/s_C_001138_P001_d__"
"KDM5D"	1	8	"RP/somatic/s_C_001138_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001138_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001138_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001138_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001138_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001138_P001_d__"
"ZFY"	1	9	"RP/somatic/s_C_001138_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001138_P001_d__"
"PCDH11Y"	1	7	"RP/somatic/s_C_001138_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001138_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001138_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001138_P001_d__"
"TBL1Y"	1	5	"RP/somatic/s_C_001138_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001138_P001_d__"
"TSPY8"	1	4	"RP/somatic/s_C_001138_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_001138_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_001138_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001138_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001311_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001311_P001_d__"
"TSPY10"	1	3	"RP/somatic/s_C_001311_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001311_P001_d__"
"DAZ3"	1	4	"RP/somatic/s_C_001311_P001_d__"
"USP9Y"	1	45	"RP/somatic/s_C_001311_P001_d__"
"DAZ4"	1	2	"RP/somatic/s_C_001311_P001_d__"
"DDX3Y"	1	18	"RP/somatic/s_C_001311_P001_d__"
"UTY"	1	33	"RP/somatic/s_C_001311_P001_d__"
"BPY2C"	1	1	"RP/somatic/s_C_001311_P001_d__"
"TMSB4Y"	1	2	"RP/somatic/s_C_001311_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_001311_P001_d__"
"KDM5D"	1	28	"RP/somatic/s_C_001311_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001311_P001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_001311_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001311_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001311_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001311_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001311_P001_d__"
"RPS4Y1"	1	7	"RP/somatic/s_C_001311_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001311_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_001311_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001311_P001_d__"
"PCDH11Y"	1	21	"RP/somatic/s_C_001311_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001311_P001_d__"
"RBMY1J"	1	3	"RP/somatic/s_C_001311_P001_d__"
"AMELY"	1	5	"RP/somatic/s_C_001311_P001_d__"
"TBL1Y"	1	15	"RP/somatic/s_C_001311_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001311_P001_d__"
"TSPY8"	1	4	"RP/somatic/s_C_001311_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_001311_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_001311_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001311_P001_d__"
"AC006156.1"	1	9	"RP/somatic/s_C_001325_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001325_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001325_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001325_P001_d__"
"USP9Y"	1	3	"RP/somatic/s_C_001325_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001325_P001_d__"
"DDX3Y"	1	1	"RP/somatic/s_C_001325_P001_d__"
"UTY"	1	8	"RP/somatic/s_C_001325_P001_d__"
"NLGN4Y"	1	6	"RP/somatic/s_C_001325_P001_d__"
"KDM5D"	1	2	"RP/somatic/s_C_001325_P001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_001325_P001_d__"
"RBMY1A1"	1	2	"RP/somatic/s_C_001325_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001325_P001_d__"
"SRY"	1	1	"RP/somatic/s_C_001325_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001325_P001_d__"
"ZFY"	1	5	"RP/somatic/s_C_001325_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001325_P001_d__"
"PCDH11Y"	1	3	"RP/somatic/s_C_001325_P001_d__"
"TSPY2"	1	4	"RP/somatic/s_C_001325_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001325_P001_d__"
"TBL1Y"	1	3	"RP/somatic/s_C_001325_P001_d__"
"TSPY8"	1	1	"RP/somatic/s_C_001325_P001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_001325_P001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_001325_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001325_P001_d__"
"AC006156.1"	1	9	"RP/somatic/s_C_001348_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001348_P001_d__"
"TSPY10"	1	3	"RP/somatic/s_C_001348_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001348_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001348_P001_d__"
"USP9Y"	1	39	"RP/somatic/s_C_001348_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001348_P001_d__"
"DDX3Y"	1	9	"RP/somatic/s_C_001348_P001_d__"
"UTY"	1	30	"RP/somatic/s_C_001348_P001_d__"
"TMSB4Y"	1	1	"RP/somatic/s_C_001348_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_001348_P001_d__"
"KDM5D"	1	21	"RP/somatic/s_C_001348_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001348_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001348_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001348_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001348_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001348_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001348_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001348_P001_d__"
"ZFY"	1	10	"RP/somatic/s_C_001348_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001348_P001_d__"
"PCDH11Y"	1	17	"RP/somatic/s_C_001348_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001348_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001348_P001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001348_P001_d__"
"TBL1Y"	1	11	"RP/somatic/s_C_001348_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001348_P001_d__"
"TSPY8"	1	2	"RP/somatic/s_C_001348_P001_d__"
"TSPY3"	1	9	"RP/somatic/s_C_001348_P001_d__"
"TSPY1"	1	9	"RP/somatic/s_C_001348_P001_d__"
"DAZ2"	1	2	"RP/somatic/s_C_001348_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001360_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001360_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001360_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001360_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001360_P001_d__"
"USP9Y"	1	37	"RP/somatic/s_C_001360_P001_d__"
"DAZ4"	1	3	"RP/somatic/s_C_001360_P001_d__"
"DDX3Y"	1	8	"RP/somatic/s_C_001360_P001_d__"
"UTY"	1	25	"RP/somatic/s_C_001360_P001_d__"
"NLGN4Y"	1	10	"RP/somatic/s_C_001360_P001_d__"
"KDM5D"	1	15	"RP/somatic/s_C_001360_P001_d__"
"EIF1AY"	1	1	"RP/somatic/s_C_001360_P001_d__"
"CYorf17"	1	1	"RP/somatic/s_C_001360_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001360_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001360_P001_d__"
"SRY"	1	2	"RP/somatic/s_C_001360_P001_d__"
"RPS4Y1"	1	2	"RP/somatic/s_C_001360_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001360_P001_d__"
"ZFY"	1	10	"RP/somatic/s_C_001360_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001360_P001_d__"
"PCDH11Y"	1	12	"RP/somatic/s_C_001360_P001_d__"
"TSPY2"	1	7	"RP/somatic/s_C_001360_P001_d__"
"RBMY1J"	1	2	"RP/somatic/s_C_001360_P001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001360_P001_d__"
"TBL1Y"	1	9	"RP/somatic/s_C_001360_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001360_P001_d__"
"TSPY8"	1	5	"RP/somatic/s_C_001360_P001_d__"
"TSPY3"	1	7	"RP/somatic/s_C_001360_P001_d__"
"TSPY1"	1	7	"RP/somatic/s_C_001360_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001360_P001_d__"
"AC006156.1"	1	8	"RP/somatic/s_C_001378_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001378_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001378_P001_d__"
"SLC9B1P1"	1	1	"RP/somatic/s_C_001378_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001378_P001_d__"
"USP9Y"	1	36	"RP/somatic/s_C_001378_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001378_P001_d__"
"DDX3Y"	1	12	"RP/somatic/s_C_001378_P001_d__"
"UTY"	1	26	"RP/somatic/s_C_001378_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001378_P001_d__"
"KDM5D"	1	26	"RP/somatic/s_C_001378_P001_d__"
"RPS4Y2"	1	2	"RP/somatic/s_C_001378_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001378_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001378_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001378_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001378_P001_d__"
"RPS4Y1"	1	3	"RP/somatic/s_C_001378_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001378_P001_d__"
"ZFY"	1	11	"RP/somatic/s_C_001378_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001378_P001_d__"
"PCDH11Y"	1	15	"RP/somatic/s_C_001378_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001378_P001_d__"
"RBMY1J"	1	5	"RP/somatic/s_C_001378_P001_d__"
"AMELY"	1	3	"RP/somatic/s_C_001378_P001_d__"
"TBL1Y"	1	9	"RP/somatic/s_C_001378_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001378_P001_d__"
"TSPY8"	1	3	"RP/somatic/s_C_001378_P001_d__"
"TSPY3"	1	8	"RP/somatic/s_C_001378_P001_d__"
"TSPY1"	1	8	"RP/somatic/s_C_001378_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001378_P001_d__"
"AC006156.1"	1	6	"RP/somatic/s_C_001367_P001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_001367_P001_d__"
"TSPY10"	1	2	"RP/somatic/s_C_001367_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001367_P001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_001367_P001_d__"
"DDX3Y"	1	15	"RP/somatic/s_C_001367_P001_d__"
"UTY"	1	33	"RP/somatic/s_C_001367_P001_d__"
"NLGN4Y"	1	12	"RP/somatic/s_C_001367_P001_d__"
"KDM5D"	1	23	"RP/somatic/s_C_001367_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001367_P001_d__"
"RPS4Y2"	1	3	"RP/somatic/s_C_001367_P001_d__"
"CYorf17"	1	2	"RP/somatic/s_C_001367_P001_d__"
"RBMY1A1"	1	2	"RP/somatic/s_C_001367_P001_d__"
"RBMY1E"	1	3	"RP/somatic/s_C_001367_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001367_P001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001367_P001_d__"
"RBMY1F"	1	2	"RP/somatic/s_C_001367_P001_d__"
"ZFY"	1	13	"RP/somatic/s_C_001367_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001367_P001_d__"
"PCDH11Y"	1	17	"RP/somatic/s_C_001367_P001_d__"
"TSPY2"	1	6	"RP/somatic/s_C_001367_P001_d__"
"RBMY1J"	1	6	"RP/somatic/s_C_001367_P001_d__"
"AMELY"	1	4	"RP/somatic/s_C_001367_P001_d__"
"TBL1Y"	1	14	"RP/somatic/s_C_001367_P001_d__"
"TSPY3"	1	3	"RP/somatic/s_C_001367_P001_d__"
"TSPY1"	1	3	"RP/somatic/s_C_001367_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001367_P001_d__"
"AC006156.1"	1	10	"RP/somatic/s_C_001417_P001_d__"
"TSPY6P"	1	2	"RP/somatic/s_C_001417_P001_d__"
"TSPY10"	1	1	"RP/somatic/s_C_001417_P001_d__"
"SLC9B1P1"	1	2	"RP/somatic/s_C_001417_P001_d__"
"DAZ3"	1	1	"RP/somatic/s_C_001417_P001_d__"
"USP9Y"	1	42	"RP/somatic/s_C_001417_P001_d__"
"DAZ4"	1	1	"RP/somatic/s_C_001417_P001_d__"
"DDX3Y"	1	16	"RP/somatic/s_C_001417_P001_d__"
"UTY"	1	34	"RP/somatic/s_C_001417_P001_d__"
"NLGN4Y"	1	11	"RP/somatic/s_C_001417_P001_d__"
"KDM5D"	1	26	"RP/somatic/s_C_001417_P001_d__"
"EIF1AY"	1	2	"RP/somatic/s_C_001417_P001_d__"
"RPS4Y2"	1	4	"RP/somatic/s_C_001417_P001_d__"
"CYorf17"	1	3	"RP/somatic/s_C_001417_P001_d__"
"RBMY1A1"	1	4	"RP/somatic/s_C_001417_P001_d__"
"RBMY1E"	1	2	"RP/somatic/s_C_001417_P001_d__"
"SRY"	1	3	"RP/somatic/s_C_001417_P001_d__"
"RPS4Y1"	1	5	"RP/somatic/s_C_001417_P001_d__"
"RBMY1F"	1	1	"RP/somatic/s_C_001417_P001_d__"
"ZFY"	1	12	"RP/somatic/s_C_001417_P001_d__"
"TGIF2LY"	1	3	"RP/somatic/s_C_001417_P001_d__"
"PCDH11Y"	1	19	"RP/somatic/s_C_001417_P001_d__"
"TSPY2"	1	5	"RP/somatic/s_C_001417_P001_d__"
"RBMY1J"	1	3	"RP/somatic/s_C_001417_P001_d__"
"AMELY"	1	6	"RP/somatic/s_C_001417_P001_d__"
"TBL1Y"	1	13	"RP/somatic/s_C_001417_P001_d__"
"TSPY4"	1	2	"RP/somatic/s_C_001417_P001_d__"
"TSPY8"	1	4	"RP/somatic/s_C_001417_P001_d__"
"TSPY3"	1	11	"RP/somatic/s_C_001417_P001_d__"
"TSPY1"	1	11	"RP/somatic/s_C_001417_P001_d__"
"DAZ2"	1	1	"RP/somatic/s_C_001417_P001_d__"
"AC006156.1"	1	10	"RP/somatic/s_C_001409_M001_d__"
"TSPY6P"	1	3	"RP/somatic/s_C_001409_M001_d__"
