"arm"	"tcn"	"lcn"	"cn_length"	"arm_length"	"frac_of_arm"	"cn_state"	"WGD"	"fcna"	"AS"	"ID"
"15q"	2	0	57844421	57844421	1	"LOSS BEFORE"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"16p"	6	2	35220758	35220758	1	"AMP"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"17p"	2	0	21421268	22148062	0.97	"LOSS BEFORE"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"17q"	3	1	58520194	58520194	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"18p"	2	1	14736598	14736598	1	"DOUBLE LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"19p"	3	1	23474882	23474882	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"19q"	3	1	31696535	31696535	1	"LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"20p"	4	2	26023705	26023705	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"20q"	4	2	36553131	36553131	1	"TETRAPLOID"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"21q"	2	1	28659370	34964673	0.82	"DOUBLE LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"22q"	2	1	34359633	34359633	1	"DOUBLE LOSS AFTER"	TRUE	0.836338631514262	7	"01-IM6_P-0021240-N01-IM6/coun"
"1p"	2	1	114251193	120530141	0.95	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"1q"	3	1	125713779	125713779	1	"GAIN"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"2p"	2	1	87764506	87764506	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"4p"	1	0	48257537	48257537	1	"HETLOSS"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"4q"	2	1	135117850	140602232	0.96	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"5p"	4	1	40239142	42371110	0.95	"GAIN"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"6p"	2	1	58436843	58436843	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"6q"	2	1	91171484	112038480	0.81	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"7p"	4	2	57723581	57723581	1	"TETRAPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"8p"	2	1	43273668	43273668	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"8q"	2	1	102347463	102347463	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"9p"	2	1	46945699	46945699	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"10p"	3	1	37744888	37744888	1	"GAIN"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"11p"	2	0	51319155	51319155	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"11q"	2	0	78048030	78048030	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"12p"	2	0	21983544	23191416	0.95	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"12q"	2	0	98407131	98407131	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"13q"	1	0	93121900	93121900	1	"HETLOSS"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"14q"	2	0	86418606	86418606	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"15q"	1	0	81104005	81104005	1	"HETLOSS"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"16p"	2	1	35220760	35220760	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"16q"	2	1	54547206	54547206	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"17p"	2	1	22148282	22148282	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"17q"	2	1	58520144	58520144	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"18p"	2	0	14736548	14736548	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"18q"	2	0	59002552	59002552	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"19p"	2	1	23474782	23474782	1	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"19q"	2	1	16492122	17566265	0.94	"DIPLOID"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"20p"	3	1	26023705	26023705	1	"GAIN"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"20q"	3	1	36553131	36553131	1	"GAIN"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"21q"	2	0	34964821	34964821	1	"CNLOH"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"22q"	1	0	34009368	34009368	1	"HETLOSS"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"23q"	1	0	89453871	89453871	1	"HETLOSS"	FALSE	0.658613325579372	7	"01-IM6_P-0021287-N01-IM6/coun"
"1p"	4	2	120534144	120534144	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"2p"	4	2	87764304	87764304	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"3p"	4	2	89054875	89054875	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"4p"	3	1	48257537	48257537	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"4q"	3	1	140602433	140602433	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"5p"	4	2	46187285	46187285	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"5q"	4	2	134121927	134121927	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"6p"	4	2	54242740	58436856	0.93	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"6q"	2	0	111968884	111968884	1	"LOSS BEFORE"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"7p"	3	1	56381791	56381791	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"7q"	3	1	100573619	100573619	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"8p"	2	0	38293368	39039352	0.98	"LOSS BEFORE"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"8q"	4	2	102347613	102347613	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"9q"	5	2	92452821	92452821	1	"GAIN"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"10p"	2	0	37744885	37744885	1	"LOSS BEFORE"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"10q"	2	0	95926415	95926415	1	"LOSS BEFORE"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"11p"	3	1	51319055	51319055	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"11q"	3	1	81851458	81851458	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"12q"	4	2	98407356	98407356	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"13q"	1	0	80214987	91055087	0.88	"LOSS BEFORE & AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"14q"	4	2	86418581	86418581	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"16p"	4	2	33256410	35220511	0.94	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"16q"	1	0	26930591	26930591	1	"LOSS BEFORE & AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"17p"	4	2	22148337	22148337	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"17q"	4	2	58520144	58520144	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"18p"	4	2	14736568	14736568	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"18q"	4	2	59002475	59002475	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"19p"	3	1	23474982	23474982	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"19q"	3	1	34414577	34414577	1	"LOSS AFTER"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"20p"	4	2	26023705	26023705	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"20q"	4	2	36311101	36311101	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"21q"	4	2	34964821	34964821	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"22q"	4	2	34009470	34009470	1	"TETRAPLOID"	TRUE	0.569545660476753	7	"01-IM6_P-0025550-N01-IM6/coun"
"1p"	3	1	120534257	120534257	1	"LOSS AFTER"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"2p"	3	1	87338133	87761711	1	"LOSS AFTER"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"3p"	4	2	89054982	89054982	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"3q"	4	2	106857923	106857923	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"4p"	4	2	34160767	34160767	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"5p"	4	2	44935503	44935503	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"6p"	6	3	58436804	58436804	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"6q"	6	3	112041010	112041010	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"7p"	6	3	57723631	57723631	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"8p"	2	0	37749781	37749781	1	"LOSS BEFORE"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"8q"	8	2	80993361	80993361	1	"AMP"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"9p"	4	2	39047614	39047614	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"9q"	4	2	88436671	92294272	0.96	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"10p"	6	3	37744888	37744888	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"11p"	4	2	51319150	51319150	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"11q"	4	2	81851530	81851530	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"12p"	4	2	34462082	34462082	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"12q"	4	2	98407131	98407131	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"14q"	4	2	86418581	86418581	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"15q"	3	1	80605828	80605828	1	"LOSS AFTER"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"16p"	6	3	35220760	35220760	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"16q"	6	3	54547199	54547199	1	"AMP (BALANCED)"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"17p"	4	2	22148406	22148406	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"17q"	4	2	47542576	47542576	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"18p"	4	2	14736598	14736598	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"20p"	4	2	26023769	26023769	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"21q"	4	2	15615921	15615921	1	"TETRAPLOID"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"22q"	2	0	34009475	34009475	1	"LOSS BEFORE"	TRUE	0.583794692510705	7	"02-IM6_P-0018659-N01-IM6/coun"
"1p"	2	1	72244381	72244381	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"1q"	2	1	108819916	122342605	0.89	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"2p"	2	1	87609082	87609082	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"3p"	1	0	88054211	88054211	1	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"3q"	1	0	88411927	96411988	0.92	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"4p"	3	1	39930900	47843967	0.83	"GAIN"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"4q"	2	1	124220425	125133804	0.99	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"5p"	2	1	42092776	42224727	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"5q"	2	1	116628859	131551545	0.89	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"6q"	1	0	94200000	107928434	0.87	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"7q"	2	1	100396628	100396628	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"8p"	1	0	43273655	43273655	1	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"10p"	2	1	37744888	37744888	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"11p"	1	0	46753804	46818467	1	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"11q"	2	1	81851471	81851471	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"12q"	2	1	89011901	98406434	0.9	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"13q"	0	0	80214828	89650222	0.89	"HOMDEL"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"14q"	1	0	86418557	86418557	1	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"16p"	2	1	35220729	35220729	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"17q"	2	1	58520040	58520040	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"18p"	2	1	14736513	14736513	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"18q"	2	1	58926452	58926452	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"19p"	2	1	23474762	23474762	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"20p"	2	1	26023769	26023769	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"20q"	2	1	34678973	34678973	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"21q"	2	1	28529371	31833233	0.9	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"22q"	2	1	33024817	33024817	1	"DIPLOID"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"23p"	1	0	25197100	25197100	1	"HETLOSS"	FALSE	0.476285823117116	7	"01-IM5_P-0003468-N01-IM5/coun"
"1p"	4	2	119047281	119047281	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"1q"	4	2	108820007	108820007	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"2p"	4	2	87609082	87609082	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"4q"	4	2	140602369	140602369	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"5p"	4	2	42092729	42092729	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"5q"	4	2	117268895	117268895	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"6p"	4	2	41202511	41202511	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"6q"	3	1	91077933	108846567	0.84	"LOSS AFTER"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"7q"	4	2	100396628	100396628	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"8p"	3	1	43273655	43273655	1	"LOSS AFTER"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"9q"	4	2	80565621	92425521	0.87	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"10p"	6	3	37744888	37744888	1	"AMP (BALANCED)"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"11p"	2	0	46753804	46818326	1	"LOSS BEFORE"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"11q"	4	2	81851471	81851471	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"12q"	4	2	98407131	98407131	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"13q"	1	0	80214887	89650387	0.89	"LOSS BEFORE & AFTER"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"14q"	2	0	86418573	86418573	1	"LOSS BEFORE"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"16p"	4	2	35220760	35220760	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"17p"	4	2	8298362	8298362	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"17q"	4	2	49523937	49523937	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"18p"	4	2	14736398	14736398	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"18q"	4	2	58926401	58926401	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"19p"	4	2	23474732	23474732	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"20p"	4	2	26023705	26023705	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"20q"	4	2	34678981	34678981	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"21q"	4	2	28659582	30202696	0.95	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"22q"	4	2	33024879	33024879	1	"TETRAPLOID"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"23q"	1	0	37261050	37261050	1	"LOSS BEFORE & AFTER"	TRUE	0.468876002312968	7	"02-IM5_P-0003468-N01-IM5/coun"
"1p"	3	1	118084547	119008151	0.99	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"1q"	5	2	122191696	122191696	1	"GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"2p"	4	2	87763771	87763771	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"2q"	4	2	150656153	150656153	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"3q"	6	3	106846296	106846296	1	"AMP (BALANCED)"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"4p"	5	1	48257537	48257537	1	"LOSS & GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"4q"	5	1	140602433	140602433	1	"LOSS & GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"5p"	3	1	46187154	46187154	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"5q"	3	1	133670909	133670909	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"6p"	4	2	16538973	16538973	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"6q"	2	1	105702050	105702050	1	"DOUBLE LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"7p"	5	2	57723586	57723586	1	"GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"8p"	7	2	745935	745935	1	"AMP"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"8q"	7	2	101904063	101904063	1	"AMP"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"9p"	2	0	46945654	46945654	1	"LOSS BEFORE"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"10p"	23	11	147592	147592	1	"TRUE:12:11"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"10q"	2	1	70347904	73693040	0.95	"DOUBLE LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"11p"	4	2	51111637	51111637	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"11q"	4	2	81851495	81851495	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"12q"	4	2	98407192	98407192	1	"TETRAPLOID"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"14q"	5	1	86418623	86418623	1	"LOSS & GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"15q"	3	1	80605610	80605610	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"16p"	5	2	35220729	35220729	1	"GAIN"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"17p"	2	0	22148337	22148337	1	"LOSS BEFORE"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"17q"	2	0	34229744	34229744	1	"LOSS BEFORE"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"18p"	3	0	14736568	14736568	1	"CNLOH BEFORE & LOSS"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"18q"	3	0	59002431	59002431	1	"CNLOH BEFORE & LOSS"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"19p"	3	1	23474745	23474745	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"19q"	3	1	33606468	33606468	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"20p"	3	1	26023769	26023769	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"20q"	3	1	36310991	36310991	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"21q"	3	1	34372706	34372706	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"22q"	3	1	33024905	33024905	1	"LOSS AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"23q"	1	0	54980050	54980050	1	"LOSS BEFORE & AFTER"	TRUE	0.827701150722457	7	"01-IM3_P-0002273-N01-IM3/coun"
"1p"	5	1	115265463	118655497	0.97	"LOSS & GAIN"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"1q"	5	2	124442666	124442666	1	"GAIN"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"2q"	5	1	120515992	149228542	0.81	"LOSS & GAIN"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"3p"	3	1	89054875	89054875	1	"LOSS AFTER"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"3q"	3	1	106849850	106849850	1	"LOSS AFTER"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"4p"	1	0	48257467	48257467	1	"LOSS BEFORE & AFTER"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
"4q"	3	1	124029569	140601326	0.88	"LOSS AFTER"	TRUE	0.933141300505493	7	"02-IM3_P-0002273-N01-IM3/coun"
